0, 74.26, 104.849
1, 74.26, 104.866
2, 74.26, 104.882
3, 74.26, 104.882
4, 74.26, 104.899
5, 74.27, 104.916
6, 74.27, 104.932
7, 74.27, 104.949
8, 74.27, 104.966
9, 74.27, 104.966
10, 74.27, 104.982
11, 74.27, 104.999
12, 74.27, 105.016
13, 74.27, 105.032
14, 74.27, 105.032
15, 74.28, 105.049
16, 74.28, 105.066
17, 74.28, 105.082
18, 74.29, 105.099
19, 74.29, 105.099
20, 74.29, 105.116
21, 74.3, 105.132
22, 74.3, 105.149
23, 74.31, 105.166
24, 74.31, 105.166
25, 74.32, 105.182
26, 74.32, 105.199
27, 74.33, 105.216
28, 74.33, 105.232
29, 74.33, 105.232
30, 74.34, 105.249
31, 74.35, 105.266
32, 74.36, 105.282
33, 74.37, 105.299
34, 74.37, 105.299
35, 74.37, 105.316
36, 74.38, 105.332
37, 74.39, 105.349
38, 74.4, 105.366
39, 74.4, 105.366
40, 74.41, 105.382
41, 74.41, 105.399
42, 74.42, 105.416
43, 74.43, 105.432
44, 74.44, 105.449
45, 74.44, 105.449
46, 74.45, 105.466
47, 74.46, 105.482
48, 74.47, 105.499
49, 74.47, 105.516
50, 74.47, 105.516
51, 74.48, 105.532
52, 74.49, 105.549
53, 74.5, 105.566
54, 74.51, 105.582
55, 74.51, 105.582
56, 74.51, 105.599
57, 74.52, 105.616
58, 74.52, 105.632
59, 74.53, 105.649
60, 74.53, 105.649
61, 74.53, 105.666
62, 74.54, 105.682
63, 74.54, 105.699
64, 74.55, 105.716
65, 74.55, 105.716
66, 74.55, 105.732
67, 74.56, 105.749
68, 74.56, 105.766
69, 74.56, 105.782
70, 74.56, 105.782
71, 74.57, 105.799
72, 74.57, 105.816
73, 74.58, 105.832
74, 74.58, 105.849
75, 74.58, 105.849
76, 74.59, 105.866
77, 74.59, 105.882
78, 74.6, 105.899
79, 74.6, 105.899
80, 74.6, 105.916
81, 74.61, 105.932
82, 74.61, 105.949
83, 74.62, 105.966
84, 74.62, 105.966
85, 74.63, 105.982
86, 74.63, 105.999
87, 74.64, 106.016
88, 74.65, 106.032
89, 74.65, 106.032
90, 74.66, 106.049
